,user_id,game_name,indicator-hours
11867,152585209,The Elder Scrolls V Skyrim,3.8
11872,152585209,Goat Simulator,3.4
11879,152585209,The Witcher 2 Assassins of Kings Enhanced Edition,2.3
11882,152585209,APB Reloaded,0.5
11884,152585209,Tom Clancy's Ghost Recon Phantoms - NA,0.4
11886,227783598,Don't Starve Together Beta,25.0
11888,57223013,Team Fortress 2,3.2
11889,217987498,Unturned,17.4
11890,193955543,Dota 2,3.0
11891,58662652,Call of Duty Modern Warfare 2 - Multiplayer,31.0
11892,58662652,Call of Duty Modern Warfare 2,13.0
11893,43565258,Team Fortress 2,1.2
11894,173003298,Dota 2,39.0
11895,202128053,Dota 2,34.0
11896,230103206,Dota 2,0.8
11898,222045462,Dota 2,328.0
11899,281846414,Team Fortress 2,311.0
11901,130029851,Dota 2,2.0
11902,88139607,Team Fortress 2,151.0
11903,217892263,Dota 2,1.9
11904,10595342,Half-Life 2,46.0
11905,10595342,Counter-Strike Source,1.6
11906,10595342,Half-Life 2 Deathmatch,0.9
11907,10595342,Half-Life 2 Lost Coast,0.8
11908,117312360,Sid Meier's Civilization V,194.0
11909,117312360,Football Manager 2013,37.0
11912,117312360,Team Fortress 2,0.9
11913,173531795,Dota 2,0.7
11914,209665002,Garry's Mod,207.0
11915,209665002,Terraria,25.0
11916,209665002,Magicka Wizard Wars,1.5
11917,209665002,Team Fortress 2,1.4
11920,203986235,Dota 2,4.6
11921,156879739,Dota 2,1823.0
11922,156879739,Counter-Strike Global Offensive,143.0
11923,156879739,Rust,67.0
11924,156879739,Team Fortress 2,45.0
11925,156879739,Fallout New Vegas,41.0
11926,156879739,Portal 2,15.0
11930,156879739,Unturned,5.6
11936,156879739,Counter-Strike Nexon Zombies,0.9
11938,156879739,HAWKEN,0.7
11943,156879739,Super Meat Boy,0.1
11945,188893670,Dota 2,0.1
11947,135066372,Euro Truck Simulator 2,121.0
11949,135066372,Grand Theft Auto V,21.0
11955,64657716,Call of Duty Modern Warfare 2 - Multiplayer,793.0
11956,64657716,Dota 2,1.4
11957,120955239,Team Fortress 2,2.3
11958,139480472,Dota 2,0.2
11959,191905471,Team Fortress 2,0.8
11960,258213980,The Elder Scrolls V Skyrim,7.2
11961,97951693,Team Fortress 2,46.0
11964,143223745,Dota 2,4.3
11965,118693973,Team Fortress 2,505.0
11966,118693973,The Elder Scrolls V Skyrim,359.0
11967,118693973,Counter-Strike Global Offensive,217.0
11968,118693973,Terraria,31.0
11969,118693973,Unturned,27.0
11970,118693973,Dishonored,14.5
11971,118693973,Garry's Mod,8.5
11972,118693973,AdVenture Capitalist,6.6
11974,118693973,Portal 2,5.4
11975,118693973,Dota 2,3.8
11977,118693973,Goat Simulator,3.4
11978,118693973,Clicker Heroes,2.9
11980,118693973,Chivalry Medieval Warfare,1.2
11983,118693973,Far Cry 3,0.7
11988,118693973,Neverwinter,0.2
11990,30432648,Counter-Strike Source,600.0
11991,30432648,Team Fortress 2,159.0
11992,30432648,Day of Defeat Source,0.5
11993,30432648,Half-Life 2 Deathmatch,0.2
11994,163924362,Dota 2,10.0
11995,244290943,TERA,125.0
12003,244290943,No More Room in Hell,1.9
12008,244290943,Unturned,0.6
12014,233104650,Grand Theft Auto V,273.0
12015,90359362,Terraria,1.1
12018,158481852,Team Fortress 2,1.5
12019,114287682,Team Fortress 2,0.8
12020,290948882,Team Fortress 2,2.6
12022,104132805,Call of Duty Black Ops - Multiplayer,1019.0
12023,104132805,Call of Duty Black Ops,0.3
12024,199816966,Tom Clancy's Ghost Recon Phantoms - EU,45.0
12025,199816966,Counter-Strike Nexon Zombies,7.2
12026,199816966,Unturned,5.0
12027,199816966,APB Reloaded,1.7
12032,199816966,Heroes & Generals,0.2
12033,199816966,BLOCKADE 3D,0.2
12035,199816966,PlanetSide 2,0.1
12036,116626402,Torchlight II,10.1
12037,165192959,Team Fortress 2,1.0
12038,202366002,Team Fortress 2,2.1
12039,245432485,Dota 2,7.4
12040,232047954,Unturned,508.0
12041,232047954,Robocraft,11.3
12042,232047954,Warface,0.3
12043,26633617,Counter-Strike Global Offensive,146.0
12044,26633617,Counter-Strike Source,10.9
12045,7273540,War Thunder,463.0
12046,7273540,Battlefield Bad Company 2,78.0
12048,25445382,Half-Life 2 Lost Coast,0.5
12049,200737797,Dota 2,0.9
12050,283401578,Dota 2,2.4
12051,149790632,The Elder Scrolls V Skyrim,40.0
12052,145825155,Euro Truck Simulator 2,43.0
12054,145825155,Saints Row IV,29.0
12055,145825155,Cities Skylines,19.7
12056,145825155,Dota 2,11.1
12057,145825155,Left 4 Dead 2,7.0
12058,145825155,Counter-Strike Global Offensive,3.8
12059,145825155,Garry's Mod,3.6
12060,145825155,Team Fortress 2,2.8
12061,145825155,Unturned,1.9
12062,145825155,Just Cause 2,1.1
12063,145825155,Grand Theft Auto San Andreas,0.5
12065,142279088,Dota 2,0.3
12068,150397316,Team Fortress 2,62.0
12069,150397316,PAYDAY 2,46.0
12070,150397316,War Thunder,5.3
12076,150397316,Nosgoth,0.9
12077,150397316,Dota 2,0.6
12080,150397316,Trove,0.1
12081,212544433,Dota 2,19.1
12082,59790700,Borderlands 2,183.0
12083,59790700,The Elder Scrolls V Skyrim,179.0
12084,59790700,Borderlands,102.0
12085,59790700,Grand Theft Auto V,42.0
12088,59790700,Call of Duty Modern Warfare 2,20.0
12091,59790700,Call of Duty Modern Warfare 3,6.0
12095,59790700,Portal 2,4.0
12100,59790700,Mirror's Edge,1.2
12101,59790700,Grand Theft Auto IV,1.1
12102,59790700,Call of Duty Modern Warfare 3 - Multiplayer,1.0
12103,59790700,Dishonored,0.9
12107,59790700,The Witcher 2 Assassins of Kings Enhanced Edition,0.5
12114,183963121,Dota 2,1.0
12115,12259303,Fallout 4,127.0
12117,12259303,Saints Row The Third,14.0
12120,12259303,Half-Life 2,8.0
12121,12259303,Metro 2033,7.6
12127,12259303,Sniper Elite V2,1.1
12128,12259303,Counter-Strike Source,1.0
12129,12259303,Garry's Mod,0.9
12132,12259303,Half-Life 2 Lost Coast,0.4
12136,12259303,Half-Life 2 Deathmatch,0.2
12137,96095486,The Elder Scrolls V Skyrim,105.0
12138,136998614,Team Fortress 2,26.0
12139,136998614,Counter-Strike Global Offensive,14.0
12141,136998614,Robocraft,0.6
12142,136998614,Heroes & Generals,0.3
12143,136998614,theHunter,0.1
12144,218531534,Dota 2,173.0
12146,199215257,Dota 2,11.5
12147,66052983,The Elder Scrolls V Skyrim,208.0
12148,66052983,Team Fortress 2,172.0
12150,66052983,Left 4 Dead 2,94.0
12152,66052983,Counter-Strike Global Offensive,81.0
12153,66052983,Neverwinter,65.0
12155,66052983,Tom Clancy's Ghost Recon Phantoms - EU,41.0
12157,66052983,Call of Duty Black Ops II - Multiplayer,36.0
12162,66052983,DC Universe Online,22.0
12166,66052983,Nosgoth,10.6
12167,66052983,Chivalry Medieval Warfare,10.2
12169,66052983,H1Z1,8.9
12170,66052983,Dota 2,8.5
12171,66052983,HAWKEN,6.5
12173,66052983,PAYDAY The Heist,6.0
12175,66052983,Unturned,3.8
12177,66052983,Goat Simulator,2.5
12178,66052983,Terraria,2.4
12179,66052983,Trove,2.1
12181,66052983,Arma 2 Operation Arrowhead,1.6
12190,66052983,Call of Duty Black Ops II - Zombies,0.3
12191,66052983,Call of Duty Black Ops II,0.2
12195,66052983,Dirty Bomb,0.1
12197,93669877,The Elder Scrolls V Skyrim,12.1
12198,93669877,Magicka,2.9
12200,93669877,Borderlands 2,1.0
12201,84738098,Counter-Strike Source,12.0
12203,218734858,Total War SHOGUN 2,37.0
12210,97886833,"Warhammer 40,000 Dawn of War II",4.3
12211,126269125,Counter-Strike Global Offensive,483.0
12212,126269125,Garry's Mod,313.0
12213,126269125,DayZ,244.0
12214,126269125,Grand Theft Auto IV,120.0
12215,126269125,Arma 2 Operation Arrowhead,117.0
12216,126269125,Arma 3,94.0
12217,126269125,Battlefield Bad Company 2,65.0
12218,126269125,Robocraft,61.0
12219,126269125,The Forest,29.0
12220,126269125,Fallout New Vegas,25.0
12221,126269125,Far Cry 3,19.8
12222,126269125,Grand Theft Auto San Andreas,18.0
12223,126269125,Just Cause 2,11.8
12224,126269125,Grand Theft Auto V,11.8
12225,126269125,Unturned,11.4
12228,126269125,PAYDAY 2,10.2
12230,126269125,Half-Life 2 Episode Two,7.3
12231,126269125,War Thunder,4.8
12232,126269125,Heroes & Generals,4.3
12233,126269125,H1Z1,3.5
12234,126269125,BLOCKADE 3D,3.2
12235,126269125,Rust,2.9
12239,126269125,Dead Island,0.9
12240,126269125,Counter-Strike Source,0.8
12243,126269125,Arma 2,0.3
12245,172860957,Dota 2,11.7
12246,32125590,Counter-Strike,33.0
12248,32125590,Saints Row The Third,16.0
12249,32125590,Counter-Strike Condition Zero,5.8
12250,32125590,Dota 2,2.1
12262,170377069,Cities Skylines,63.0
12264,170377069,Portal 2,24.0
12269,168546873,Dota 2,14.2
12270,184536712,Robocraft,1.4
12271,184536712,Unturned,0.2
12273,3244702,Counter-Strike Global Offensive,63.0
12274,3244702,Counter-Strike,4.3
12275,3244702,Counter-Strike Source,1.2
12276,86448907,Alien Swarm,0.2
12277,239135689,Dota 2,102.0
12278,207563790,Goat Simulator,4.5
12279,207563790,Team Fortress 2,0.7
12283,164511211,Counter-Strike Global Offensive,365.0
12284,164511211,The Elder Scrolls V Skyrim,147.0
12285,164511211,Garry's Mod,122.0
12286,164511211,Terraria,100.0
12287,164511211,Counter-Strike,83.0
12288,164511211,Unturned,51.0
12289,164511211,Team Fortress 2,44.0
12291,164511211,Trove,21.0
12294,164511211,Grand Theft Auto San Andreas,13.2
12295,164511211,Starbound,11.8
12296,164511211,Insurgency,11.6
12298,164511211,Rust,10.7
12299,164511211,War Thunder,7.1
12301,164511211,Robocraft,6.4
12305,164511211,No More Room in Hell,4.0
12307,164511211,Marvel Heroes 2015,2.3
12308,164511211,Super Meat Boy,2.1
12309,164511211,Clicker Heroes,2.0
12312,164511211,BattleBlock Theater,1.1
12313,164511211,Dota 2,0.9
12318,164511211,Left 4 Dead 2,0.4
12321,164511211,AdVenture Capitalist,0.3
12327,11207650,Portal 2,289.0
12328,11207650,Half-Life 2,41.0
12334,11207650,Portal,18.2
12337,11207650,Half-Life 2 Episode One,12.0
12338,11207650,Left 4 Dead,8.7
12340,11207650,Borderlands,7.9
12342,11207650,Half-Life 2 Episode Two,6.9
12348,11207650,Left 4 Dead 2,3.6
12353,11207650,The Elder Scrolls V Skyrim,1.1
12355,11207650,Counter-Strike Source,0.7
12357,11207650,Call of Duty Modern Warfare 2,0.2
12358,173382820,Counter-Strike,796.0
12359,173382820,Dota 2,51.0
12361,173382820,Counter-Strike Condition Zero,0.5
12363,115163074,Football Manager 2013,12.5
12364,104707698,Dead Island,18.7
12367,194282276,Dota 2,0.8
12368,83758687,Team Fortress 2,0.4
12369,15702351,Half-Life,9.8
12371,15702351,Counter-Strike Source,2.6
12372,15702351,Half-Life 2,1.6
12373,238282687,Call of Duty Modern Warfare 3,24.0
12374,171375833,Dota 2,0.6
12375,38990345,Portal,0.7
12376,188142305,Dota 2,14.4
12377,106101617,Terraria,22.0
12379,45094639,Age of Empires II HD Edition,4.0
12385,87341384,PAYDAY 2,278.0
12386,87341384,Borderlands 2,111.0
12391,87341384,Left 4 Dead 2,54.0
12392,87341384,Saints Row IV,49.0
12393,87341384,Saints Row The Third,48.0
12394,87341384,Age of Empires II HD Edition,44.0
12396,87341384,Borderlands,34.0
12398,87341384,Dishonored,30.0
12402,87341384,Far Cry 3,25.0
12410,87341384,BioShock Infinite,19.2
12414,87341384,Tomb Raider,15.1
12416,87341384,The Walking Dead,13.4
12427,87341384,Loadout,7.8
12428,87341384,Hitman Absolution,7.4
12435,87341384,Terraria,1.5
12437,87341384,Team Fortress 2,0.7
12440,87341384,Dungeon Defenders,0.5
12441,87341384,The Witcher 2 Assassins of Kings Enhanced Edition,0.3
12445,148831715,Garry's Mod,19.7
12447,148831715,Team Fortress 2,6.6
12448,148831715,Don't Starve Together Beta,4.4
12452,148831715,No More Room in Hell,2.1
12453,148831715,Counter-Strike Global Offensive,1.4
12454,148831715,ARK Survival Evolved,1.3
12456,148831715,Marvel Heroes 2015,1.1
12462,144114673,Dota 2,0.7
12463,213737989,Robocraft,10.5
12464,213737989,Unturned,2.6
12467,213737989,Trove,0.9
12468,213737989,BLOCKADE 3D,0.9
12471,219361406,Counter-Strike Global Offensive,120.0
12476,87686595,Team Fortress 2,107.0
12477,181700777,Dota 2,1069.0
12478,188092362,Unturned,3.9
12480,301506413,Counter-Strike Global Offensive,10.7
12483,121615038,Football Manager 2013,74.0
12484,141918894,Dota 2,3.9
12485,120106834,Empire Total War,105.0
12486,120106834,Napoleon Total War,73.0
12487,120106834,Age of Empires II HD Edition,12.7
12490,120106834,Sid Meier's Civilization V,4.2
12492,122188548,Dota 2,9.7
12494,122188548,Fallout New Vegas,0.7
12496,81556495,Left 4 Dead 2,11.0
12497,81556495,Amnesia The Dark Descent,10.7
12498,81556495,Far Cry 3,10.4
12499,81556495,Castle Crashers,7.4
12501,81556495,Terraria,1.2
12502,81556495,Goat Simulator,0.9
12503,295759540,Dota 2,9.3
12504,113260911,Football Manager 2013,598.0
12511,113260911,Team Fortress 2,1.5
12513,24204083,Call of Duty Modern Warfare 2 - Multiplayer,740.0
12514,24204083,Call of Duty Black Ops - Multiplayer,248.0
12515,24204083,Battlefield Bad Company 2,133.0
12516,24204083,Counter-Strike Source,49.0
12518,24204083,Team Fortress 2,6.5
12519,24204083,Counter-Strike Global Offensive,5.0
12520,24204083,Call of Duty Modern Warfare 2,4.0
12521,24204083,Garry's Mod,3.4
12522,24204083,Call of Duty Black Ops,2.7
12523,24204083,Half-Life 2 Deathmatch,1.8
12524,28443095,Counter-Strike,5.1
12525,177537876,Dota 2,0.6
12528,251241445,Marvel Heroes 2015,0.3
12529,49688948,Empire Total War,10.3
12530,183486202,Loadout,0.7
12531,183486202,theHunter,0.1
12535,168641975,Garry's Mod,204.0
12537,168641975,Arma 3,13.4
12538,168641975,Euro Truck Simulator 2,10.0
12539,168641975,Counter-Strike Source,6.1
12541,168641975,Team Fortress 2,3.3
12542,168641975,Starbound,3.0
12543,168641975,Unturned,1.4
12545,168641975,Goat Simulator,0.7
12546,168641975,Chivalry Medieval Warfare,0.4
12547,200035911,Dota 2,541.0
12549,201777630,Dota 2,0.6
12550,225655173,Dota 2,800.0
12551,237784559,War Thunder,1.3
12552,77924328,Call of Duty Black Ops - Multiplayer,269.0
12553,77924328,Call of Duty Black Ops,90.0
12555,77924328,Counter-Strike Nexon Zombies,0.2
12556,150144638,Team Fortress 2,0.9
12557,151960085,Dota 2,30.0
12558,301274389,Cities Skylines,9.8
12559,77124916,Grand Theft Auto V,460.0
12560,77124916,Fallout 4,361.0
12563,77124916,Dead Island Epidemic,14.9
12564,77124916,Counter-Strike Global Offensive,0.9
12565,121900241,Counter-Strike,4217.0
12566,121900241,Counter-Strike Global Offensive,785.0
12567,121900241,Left 4 Dead 2,33.0
12568,121900241,Half-Life 2,2.3
12569,121900241,BattleBlock Theater,0.9
12570,121900241,Counter-Strike Nexon Zombies,0.4
12571,121900241,Counter-Strike Condition Zero,0.2
12573,161632739,Team Fortress 2,44.0
12574,161632739,Day of Defeat Source,2.3
12575,161632739,Portal 2,0.2
12576,179404476,Dota 2,150.0
12578,179404476,Team Fortress 2,38.0
12582,179404476,Unturned,6.0
12590,179404476,Robocraft,0.6
12591,2259650,Team Fortress 2,557.0
12592,2259650,Left 4 Dead 2,505.0
12593,2259650,Borderlands 2,223.0
12594,2259650,Call of Duty Black Ops II - Multiplayer,195.0
12595,2259650,Fallout 4,116.0
12596,2259650,Borderlands,103.0
12597,2259650,Left 4 Dead,91.0
12599,2259650,Portal 2,21.0
12603,2259650,BioShock Infinite,12.2
12604,2259650,Sid Meier's Civilization V,12.0
12607,2259650,Saints Row The Third,9.8
12608,2259650,Battlefield Bad Company 2,9.2
12610,2259650,Counter-Strike Source,6.2
12613,2259650,Counter-Strike Global Offensive,4.6
12615,2259650,Grand Theft Auto V,4.3
12618,2259650,Killing Floor,3.8
12620,2259650,Alien Swarm,3.2
12621,2259650,Grand Theft Auto IV,3.0
12629,2259650,Magicka,2.1
12634,2259650,Dishonored,1.7
12636,2259650,Don't Starve Together Beta,1.5
12638,2259650,Saints Row IV,1.5
12645,2259650,The Elder Scrolls V Skyrim,1.2
12646,2259650,Batman Arkham City GOTY,1.1
12647,2259650,Tomb Raider,1.1
12651,2259650,Dota 2,0.9
12652,2259650,Day of Defeat Source,0.8
12653,2259650,Terraria,0.8
12658,2259650,Fallout New Vegas,0.7
12662,2259650,Half-Life 2 Lost Coast,0.6
12665,2259650,Super Meat Boy,0.5
12674,2259650,PAYDAY 2,0.3
12685,2259650,Call of Duty Black Ops II - Zombies,0.2
12688,2259650,Half-Life,0.2
12693,2259650,Dark Souls Prepare to Die Edition,0.1
12694,2259650,Mirror's Edge,0.1
12698,2259650,The Binding of Isaac,0.1
12700,2259650,Call of Duty Black Ops II,0.1
12702,234749963,Arma 3,769.0
12705,276101850,Unturned,1.1
12706,192997918,Team Fortress 2,273.0
12707,51766884,Dota 2,1.7
12708,141571751,Dota 2,3.4
12709,192186232,Dota 2,3.0
12710,234299035,Dota 2,20.0
12711,279487658,Counter-Strike Global Offensive,316.0
12712,279487658,Team Fortress 2,0.2
12713,84432612,Far Cry 3,38.0
12715,84432612,BioShock Infinite,1.7
12716,121080515,Dota 2,523.0
12718,54992167,Counter-Strike Source,100.0
12719,54992167,Call of Duty Modern Warfare 2 - Multiplayer,5.6
12720,54992167,Call of Duty Modern Warfare 2,5.4
12721,282755920,Dota 2,51.0
12722,282755920,Unturned,7.0
12723,282755920,Robocraft,2.5
12724,282755920,Team Fortress 2,1.2
12725,161919513,Euro Truck Simulator 2,16.5
12727,59115473,H1Z1,141.0
12728,59115473,Counter-Strike Global Offensive,36.0
12729,59115473,Fallout 4,30.0
12730,59115473,Rocket League,24.0
12731,59115473,Borderlands 2,14.2
12732,59115473,ARK Survival Evolved,8.9
12733,59115473,The Elder Scrolls V Skyrim,6.6
12742,308440565,Dota 2,4.9
12743,231456970,Dota 2,1.2
12744,203172944,Dirty Bomb,6.0
12745,133237267,Dota 2,0.8
12746,225434610,Counter-Strike Global Offensive,11.2
12747,225434610,Dead Island Epidemic,2.2
12748,225434610,Unturned,0.6
12751,92091548,Dota 2,6.8
12752,60296891,Dota 2,361.0
12753,60296891,Left 4 Dead 2,88.0
12754,60296891,Terraria,88.0
12756,60296891,Team Fortress 2,63.0
12757,60296891,Borderlands 2,62.0
12759,60296891,PAYDAY The Heist,41.0
12761,60296891,XCOM Enemy Unknown,30.0
12763,60296891,Dishonored,29.0
12766,60296891,BioShock Infinite,19.1
12768,60296891,PAYDAY 2,17.1
12770,60296891,Saints Row The Third,15.2
12772,60296891,Sniper Elite V2,12.0
12773,60296891,Torchlight II,11.7
12774,60296891,Batman Arkham City GOTY,11.6
12776,60296891,The Binding of Isaac,9.6
12777,60296891,Warframe,8.9
12778,60296891,Hitman Absolution,8.8
12779,60296891,Metro 2033,8.3
12781,60296891,Borderlands,8.2
12783,60296891,Counter-Strike Source,7.3
12791,60296891,Mirror's Edge,3.1
12798,60296891,Portal,2.3
12799,60296891,BattleBlock Theater,2.2
12801,60296891,Starbound,2.1
12805,60296891,BioShock,1.6
12807,60296891,Mafia II,1.4
12823,261199100,Dota 2,85.0
12824,200913780,Terraria,139.0
12825,200913780,Euro Truck Simulator 2,108.0
12830,200913780,Magicka,7.5
12831,200913780,Left 4 Dead 2,4.1
12836,183235801,Dota 2,11.8
12837,183235801,Team Fortress 2,2.8
12839,129928069,Football Manager 2013,64.0
12841,239926593,Dota 2,5.3
12842,111313670,Team Fortress 2,28.0
12843,225829163,The Elder Scrolls V Skyrim,70.0
12844,104543500,The Elder Scrolls V Skyrim,271.0
12845,109669093,Killing Floor,225.0
12848,109669093,Unturned,29.0
12849,109669093,Left 4 Dead 2,28.0
12850,109669093,Garry's Mod,15.3
12851,109669093,Alien Swarm,4.6
12852,109669093,DayZ,3.2
12853,109669093,PAYDAY The Heist,1.2
12854,282945740,theHunter,0.2
12855,103690917,The Elder Scrolls V Skyrim,18.4
12858,204480360,Dota 2,2.5
12859,99704390,Dota 2,288.0
12860,99704390,Counter-Strike Global Offensive,161.0
12861,99704390,Team Fortress 2,108.0
12862,99704390,TERA,38.0
12863,99704390,PlanetSide 2,12.1
12864,99704390,APB Reloaded,9.1
12866,99704390,Unturned,4.1
12867,99704390,Warframe,3.1
12868,99704390,No More Room in Hell,2.9
12872,234684541,Dota 2,0.2
12873,256992469,Rocket League,3.7
12876,277741936,Dota 2,39.0
12877,181693930,Age of Empires II HD Edition,6.8
12878,181693930,Castle Crashers,1.8
12879,131296919,Team Fortress 2,9.0
12880,303077093,Dota 2,7.1
12881,13227113,Counter-Strike,17.9
12882,13227113,Counter-Strike Condition Zero,2.6
12885,233424343,Fallout 4,97.0
12886,233424343,TERA,95.0
12887,233424343,Fallout New Vegas,37.0
12889,233424343,Counter-Strike Global Offensive,12.0
12894,200035884,Dota 2,0.6
12896,237475162,Team Fortress 2,0.8
12897,237475162,Dirty Bomb,0.2
12898,130993597,Don't Starve,12.5
12899,173114158,Counter-Strike Global Offensive,881.0
12900,259587307,Counter-Strike Global Offensive,15.3
12901,142065874,Dota 2,6.6
12902,240697615,Counter-Strike Global Offensive,262.0
12904,136791084,Terraria,128.0
12925,232037254,Marvel Heroes 2015,0.1
12926,189417273,Dota 2,32.0
12928,97303314,Dota 2,657.0
12929,97303314,Team Fortress 2,5.2
12930,97303314,Left 4 Dead 2,0.7
12931,213655302,Dota 2,126.0
12932,116038263,Dota 2,42.0
12933,284897982,Dota 2,2.1
12934,30452777,Counter-Strike,0.3
12936,9180659,Space Engineers,321.0
12937,9180659,PAYDAY 2,132.0
12939,9180659,Counter-Strike Source,90.0
12940,9180659,Call of Duty Black Ops II - Zombies,77.0
12941,9180659,Counter-Strike Global Offensive,72.0
12943,9180659,Rust,58.0
12944,9180659,PlanetSide 2,57.0
12945,9180659,Call of Duty Black Ops II - Multiplayer,40.0
12950,9180659,"Warhammer 40,000 Dawn of War II",14.0
12951,9180659,Robocraft,11.1
12952,9180659,Left 4 Dead 2,10.1
12956,9180659,Unturned,5.4
12957,9180659,Loadout,5.1
12958,9180659,FTL Faster Than Light,3.9
12964,9180659,Empire Total War,1.1
12965,9180659,Call of Duty Black Ops II,0.8
12967,9180659,Counter-Strike Nexon Zombies,0.4
12968,9180659,Team Fortress 2,0.2
12969,9180659,Half-Life 2,0.2
12971,33214968,Left 4 Dead 2,1243.0
12972,33214968,Left 4 Dead,396.0
12973,33214968,Killing Floor,177.0
12975,33214968,PAYDAY The Heist,80.0
12977,33214968,Star Wars - Battlefront II,18.8
12978,33214968,Alien Swarm,14.9
12980,33214968,BioShock,8.2
12981,283840654,Dota 2,2.3
12982,196886916,Dota 2,0.9
12983,282529842,Team Fortress 2,2.3
12984,282529842,Unturned,2.2
12985,282529842,Marvel Heroes 2015,0.3
12986,282529842,Trove,0.1
12987,238411966,Dota 2,19.2
12988,230161291,Team Fortress 2,1.2
12991,2531540,Counter-Strike Source,1.2
12993,2531540,Half-Life 2,1.1
12995,2531540,Serious Sam HD The Second Encounter,0.3
12996,185710844,Unturned,1.7
12997,302665101,Dota 2,4.0
12999,141160698,Arma 3,253.0
13001,141160698,War Thunder,207.0
13003,141160698,Counter-Strike Global Offensive,184.0
13004,141160698,Arma 2 Operation Arrowhead,114.0
13006,141160698,Rising Storm/Red Orchestra 2 Multiplayer,81.0
13008,141160698,Insurgency,34.0
13013,141160698,PlanetSide 2,2.7
13016,141160698,Arma 2,2.0
13022,46542904,Half-Life,0.5
13025,287848624,The Elder Scrolls V Skyrim,4.3
13026,287848624,Borderlands 2,3.4
13028,287848624,Grand Theft Auto V,1.4
13029,224988881,Day of Defeat Source,8.1
13030,224988881,Counter-Strike Source,2.1
13031,98951804,Team Fortress 2,9.5
13035,131539267,Heroes & Generals,0.5
13036,232662797,Counter-Strike Global Offensive,1.7
13038,242267002,Counter-Strike Global Offensive,1.9
13039,239816635,Goat Simulator,34.0
13042,71574303,Team Fortress 2,12.6
13043,145508370,Dota 2,2.3
13044,187478430,Dota 2,0.9
13046,185412742,Total War ROME II - Emperor Edition,1.8
13048,185412742,Sid Meier's Civilization V,0.6
13049,169577811,Dota 2,1.3
13050,189813843,Counter-Strike Global Offensive,1204.0
13051,189813843,Rust,238.0
13052,189813843,Arma 2 Operation Arrowhead,107.0
13053,189813843,Grand Theft Auto V,75.0
13054,189813843,H1Z1,57.0
13055,189813843,DayZ,52.0
13057,189813843,ARK Survival Evolved,2.6
13059,189813843,APB Reloaded,1.4
13060,189813843,Dirty Bomb,0.8
13062,189813843,Arma 2,0.1
13063,127461395,Dota 2,3481.0
13064,127461395,Counter-Strike Global Offensive,314.0
13067,1423371,Counter-Strike Global Offensive,241.0
13068,159677499,Insurgency,46.0
13069,159677499,Total War SHOGUN 2,43.0
13070,159677499,Left 4 Dead 2,31.0
13072,159677499,PAYDAY 2,14.4
13074,159677499,Total War ROME II - Emperor Edition,11.4
13079,159677499,Star Wars - Battlefront II,3.2
13080,159677499,Heroes & Generals,1.7
13081,159677499,Sniper Elite V2,1.2
13082,159677499,No More Room in Hell,0.9
13083,139015518,BattleBlock Theater,20.0
13084,139015518,Don't Starve,8.8
13086,84236369,Sid Meier's Civilization V,124.0
13088,49312497,Counter-Strike Source,4676.0
13089,49312497,Counter-Strike Global Offensive,1477.0
13090,49312497,Counter-Strike,90.0
13091,49312497,Call of Duty Modern Warfare 2,32.0
13093,49312497,Counter-Strike Condition Zero,19.1
13094,49312497,Call of Duty Modern Warfare 2 - Multiplayer,10.4
13100,49312497,Half-Life 2 Deathmatch,1.6
13101,49312497,Alien Swarm,1.4
13103,49312497,Heroes & Generals,0.8
13104,49312497,Half-Life 2 Lost Coast,0.6
13105,49312497,HAWKEN,0.5
13106,49312497,PlanetSide 2,0.4
13109,263385816,Dota 2,723.0
13110,125108218,Call of Duty Black Ops,42.0
13111,285664668,Dota 2,143.0
13112,97006419,Team Fortress 2,1.0
13113,146567789,Team Fortress 2,498.0
13114,288787646,Dota 2,1.9
13115,192105970,Terraria,18.1
13116,192105970,Don't Starve Together Beta,7.3
13117,192105970,Unturned,5.8
13118,192105970,Portal 2,4.5
13121,192105970,BattleBlock Theater,3.8
13123,192105970,Chivalry Medieval Warfare,2.7
13126,192105970,Starbound,2.0
13127,192105970,Castle Crashers,2.0
13128,192105970,Dota 2,1.6
13130,192105970,Garry's Mod,1.3
13131,192105970,Counter-Strike Global Offensive,1.2
13136,106986812,BioShock Infinite,14.2
13137,106986812,Dishonored,8.2
13138,106986812,Arma 3,6.9
13143,106986812,Portal,3.8
13144,106986812,Castle Crashers,2.5
13146,106986812,FTL Faster Than Light,1.9
13147,106986812,Sid Meier's Civilization V,1.2
13149,106986812,Team Fortress 2,0.7
13153,71632904,Sid Meier's Civilization V,9.8
13154,78071174,Call of Duty Black Ops,4.1
13155,214933922,Dota 2,5.7
13156,182883046,Dota 2,178.0
13158,220217607,Dota 2,711.0
13159,260455932,Team Fortress 2,0.1
13160,240835613,Dota 2,10.4
13161,114751336,Team Fortress 2,0.7
13162,213610494,Counter-Strike Global Offensive,717.0
13163,213610494,Rust,303.0
13164,213610494,Robocraft,13.9
13167,213610494,Trove,5.5
13168,213610494,Dirty Bomb,3.7
13174,213610494,Dead Island Epidemic,0.7
13175,213610494,Team Fortress 2,0.6
13176,213610494,Warface,0.6
13180,196274659,Dota 2,5.9
13181,87909217,DC Universe Online,3.4
13182,83355221,Empire Total War,86.0
