,user_id,game_name,indicator-hours
35194,89479298,"Warhammer 40,000 Space Marine",0.7
35225,290700906,Trove,0.2
35248,107567915,Gumboy Crazy Adventures,1.1
35297,121497634,Trove,3.1
35317,303320631,Trove,0.4
35536,11731710,Alien Swarm,30.0
35690,52293096,The Last Remnant,75.0
35715,82512087,Alien Swarm,0.4
35777,243967067,America's Army Proving Grounds,0.2
35778,8865447,The Last Remnant,4.6
35839,130312302,The Swapper,1.6
35986,68325099,D.I.P.R.I.P. Warm Up,0.3
36008,268110072,Defiance,0.4
36185,156071982,Trove,3.2
36189,156071982,Monopoly,2.7
36203,156071982,One Manga Day,0.2
36270,178038549,Trove,3.1
36330,180901075,Race The Sun,1.5
36337,180901075,Canyon Capers,1.1
36351,180901075,Yury,0.4
36383,222363622,Trove,16.6
36502,185258131,Assassins Creed Unity,27.0
36618,276186966,Trove,0.5
36719,36502549,Sacred Citadel,11.0
36766,283815388,Trove,1.3
36775,191244808,Trove,0.5
36784,96249915,Defiance,6.9
36832,111212436,Trove,1.5
36859,60210313,The Stanley Parable,3.0
36863,60210313,Alien Swarm,0.6
36878,93882483,Alien Swarm,3.1
36879,93882483,"Pirates, Vikings, & Knights II",1.9
37068,258795101,Trove,7.3
37230,45617627,Defiance,29.0
37232,45617627,Subnautica,24.0
37380,53711793,Alien Swarm,0.5
37396,195780309,Defiance,7.5
37408,195780309,Trove,2.7
37412,195780309,Subnautica,1.0
37433,203968405,Trove,0.8
37513,166863117,Cubot,0.5
37601,30913209,Alien Swarm,11.8
37678,277541086,Frontline Tactics,0.3
37769,71510748,The Stanley Parable,2.3
37802,71510748,The Swapper,0.8
37836,71510748,Tom Clancy's Splinter Cell Chaos Theory,0.2
38051,7907686,Alien Swarm,0.3
38064,240551525,Trove,4.0
38091,138135171,Assassins Creed Unity,26.0
38134,27279261,DOOM 3,10.5
38197,27279261,Alien Swarm,0.5
38233,100769089,Trove,0.7
38376,81160212,"Warhammer 40,000 Space Marine",11.4
38413,81160212,Quake III Arena,0.8
38415,81160212,Alien Swarm,0.7
38428,35177894,"Warhammer 40,000 Space Marine",38.0
38440,130051338,Assassins Creed Unity,29.0
38484,200086626,Trove,1.4
38529,62097332,Alien Swarm,2.1
38754,90272527,Trove,24.0
38805,90272527,DOOM 3,1.9
38839,63157803,"Warhammer 40,000 Space Marine",110.0
38872,63157803,Alien Swarm,6.7
38906,57368001,Alien Swarm,27.0
39044,59382844,The Last Remnant,13.6
39056,59382844,Alien Swarm,3.4
39076,287317468,Fishing Planet,1.7
39103,64079170,Alien Swarm,8.9
39276,211454678,Trove,0.9
39303,126465386,Dungeons of Dredmor,2.9
39310,264759872,America's Army Proving Grounds,0.5
39373,266479412,Trove,1.4
39407,96914675,Defiance,1.5
39442,77194086,Alien Swarm,3.9
39449,77194086,Frozen Synapse,1.3
39605,17530772,"Warhammer 40,000 Space Marine",4.4
39625,17530772,The Stanley Parable,2.5
39626,17530772,Tom Clancy's Splinter Cell Chaos Theory,2.4
39631,17530772,Subnautica,2.0
39670,17530772,DOOM 3,0.4
39825,241725931,Trove,8.1
39866,213720494,Trove,0.9
39897,52731290,Alien Swarm,1.5
39904,220680498,Trove,8.3
39968,11940338,The Stanley Parable,6.6
40065,95181268,Trove,3.4
40076,95181268,America's Army Proving Grounds,0.2
40134,29302014,Alien Swarm,2.1
40189,165101762,America's Army Proving Grounds,0.3
40284,77194239,The Void,1.9
40288,77194239,Alien Swarm,1.1
40298,77194239,"Warhammer 40,000 Space Marine",0.6
40377,273437868,Another World,2.0
40432,86256882,Capsized,1.9
40514,275798890,Trove,43.0
40552,207869089,Trove,0.4
40592,128207897,America's Army Proving Grounds,0.1
40670,174923254,Defiance,6.8
40689,174923254,One Manga Day,0.8
40698,174923254,Eldevin,0.4
40710,159158411,Alien Swarm,0.9
40741,141402600,Trove,9.0
40764,255010251,Trove,2.7
40810,82686146,Monopoly,8.0
40999,68719896,Alien Swarm,9.2
41037,114447625,Alien Swarm,8.7
41109,17567828,Alien Swarm,12.8
41176,88775181,Trove,46.0
41221,63990035,Alien Swarm,1.6
41241,181564172,Trove,4.4
41280,102268574,Trove,9.9
41283,102268574,Eldevin,0.3
41292,250562791,Trove,1.3
41346,188949150,Trove,0.3
41417,82352462,Alien Swarm,5.9
41520,9563573,Defiance,6.4
41534,9563573,Trove,0.2
41689,175001491,Trove,222.0
41703,175001491,Alien Swarm,17.9
41748,164820245,The Last Remnant,0.2
41760,144412676,Alien Swarm,3.5
41843,94936385,D.I.P.R.I.P. Warm Up,0.3
41863,54761333,Dungeons of Dredmor,54.0
41870,54761333,Alien Swarm,26.0
41989,118852041,Defiance,88.0
41999,118852041,D.I.P.R.I.P. Warm Up,27.0
42084,118852041,America's Army Proving Grounds,0.6
42137,16084897,Betrayer,4.6
42195,3783783,Alien Swarm,1.0
42252,131348564,Submerged,2.3
42265,131348564,The Cat Lady,0.8
42568,48798067,Alien Swarm,17.2
42622,48798067,DOOM 3,8.3
42629,48798067,The Last Remnant,6.8
42642,48798067,Rogue Trooper,5.3
42655,48798067,War of the Roses Balance Beta,4.3
42674,48798067,Betrayer,3.4
42689,48798067,Another World,2.2
42777,48492052,Defiance,0.4
42826,77261379,Alien Swarm,0.3
42866,62990992,Alien Swarm,83.0
42890,62990992,Why So Evil,23.0
42893,62990992,Sacred Citadel,22.0
42929,62990992,"Warhammer 40,000 Space Marine",13.5
42933,62990992,Tea Party Simulator 2015,13.3
43005,62990992,"War, the Game",6.5
43031,62990992,Chainsaw Warrior,5.1
43171,62990992,Galcon Legends,2.0
43240,62990992,Frozen Synapse,1.4
43271,62990992,Constant C,1.2
43297,62990992,The Swapper,1.0
43422,68828361,Alien Swarm,3.7
43559,293244157,America's Army Proving Grounds,0.2
43668,152078939,Trove,14.0
43680,152078939,NEKOPARA Vol. 0,4.0
43730,76892907,Dungeons of Dredmor,139.0
43772,76892907,Agarest Generations of War,1.6
43781,76892907,"Warhammer 40,000 Space Marine",0.9
43938,65754991,Neighbours from Hell,1.5
43940,65754991,The Stanley Parable,1.3
43960,113546110,Trove,17.1
44001,280363186,Trove,1.3
44050,44321815,Fishing Planet,0.4
44126,10450544,Alien Swarm,0.7
44180,79211079,Defiance,1.6
44258,36557643,Alien Swarm,2.0
44281,36557643,Frozen Synapse,0.8
44301,36557643,Capsized,0.4
44302,36557643,Cogs,0.4
44353,46028967,Alien Swarm,6.1
44403,46028967,Trove,0.5
44468,58431944,Universal Combat CE,0.2
44513,64023574,Alien Swarm,2.9
44577,234348805,Trove,0.4
44610,90711776,Alien Swarm,1.0
44622,295885446,Fishing Planet,1.3
44704,207365563,Alien Swarm,1.4
44714,200059104,Trove,77.0
44757,68017342,Alien Swarm,1.6
44807,19696244,The Stanley Parable,7.7
44817,19696244,Capsized,2.5
44821,19696244,Alien Swarm,2.1
44874,160461131,Defiance,0.7
44924,82385352,The Stanley Parable,4.8
45200,132748085,Trove,0.8
45221,132748085,Fishing Planet,0.2
45234,192170147,Assassins Creed Unity,14.5
45266,113580708,Trove,0.5
45298,99374297,Trove,1.0
45322,61779218,Fishing Planet,0.4
45361,49228258,Dungeons of Dredmor,23.0
45454,49228258,Alien Swarm,0.8
45480,12423315,Alien Swarm,0.5
45647,115167911,Assassins Creed Unity,9.4
45681,194432540,Trove,1.3
45705,111182405,Alien Swarm,0.7
45756,45532207,Alien Swarm,0.2
45770,191979928,MotoGP14,82.0
45924,63454504,Alien Swarm,3.0
45982,124725852,Race The Sun,1.9
45990,124725852,Yury,1.0
46015,124725852,Trove,0.3
46062,231026651,Fishing Planet,0.3
46150,41846650,Alien Swarm,7.6
46264,10599862,The Last Remnant,15.2
46340,10599862,DOOM 3,0.4
46359,250238131,Trove,1.9
46415,88579585,Defiance,1.6
46416,88579585,Trove,1.3
46462,70915652,Alien Swarm,0.2
46588,208467850,Alien Swarm,22.0
46633,122956129,Trove,382.0
46637,122956129,Alien Swarm,3.4
46758,14962163,Alien Swarm,1.9
46974,155036762,Alien Swarm,2.7
47000,221823551,Trove,0.3
47008,8784496,Freedom Force,5.2
47196,163930591,Fishing Planet,3.5
47204,163930591,America's Army Proving Grounds,1.1
47235,118838369,Super Panda Adventures,19.2
47237,118838369,Canyon Capers,12.5
47315,14906179,Alien Swarm,0.2
47320,45592640,Silent Hunter Wolves of the Pacific U-Boat Missions,185.0
47408,174459790,Defiance,1.9
47409,174459790,Trove,1.5
47505,183048608,Race The Sun,0.5
47637,175460237,The Stanley Parable,2.4
47733,167815968,The Last Remnant,2.2
47793,165755355,Trove,1.1
47952,72978546,Canyon Capers,2.0
48031,127426141,Grand Theft Auto 2,14.6
48118,129117376,Defiance,2.7
48141,129117376,The Stanley Parable,1.1
48160,129117376,"Pirates, Vikings, & Knights II",0.5
48208,123734483,Alien Swarm,0.4
48212,123734483,America's Army Proving Grounds,0.1
48253,157636450,Trove,0.3
48407,20362352,Alien Swarm,1.1
48439,231255153,Trove,0.6
48481,170068207,Canyon Capers,4.7
48490,170068207,Race The Sun,3.7
48553,222008249,Trove,0.9
48612,246258933,Trove,0.1
48651,5990132,Children of the Nile,0.5
48672,183838531,Alien Swarm,0.4
48697,83770731,Defiance,46.0
48730,83770731,Alien Swarm,3.8
48743,83770731,The Swapper,2.0
48754,83770731,Race The Sun,1.1
48818,82287546,Betrayer,1.4
48915,101596530,The Stanley Parable,35.0
49007,30912860,The Swapper,3.7
49041,30912860,Capsized,0.3
49113,155919035,Why So Evil,3.8
49135,155919035,NEKOPARA Vol. 0,3.2
49141,155919035,Race The Sun,3.0
49177,155919035,Canyon Capers,1.8
49182,155919035,Taxi,1.5
49188,155919035,The Stanley Parable,1.4
49233,33659046,Trove,91.0
49288,156818121,Defiance,2.0
49339,194191204,Fishing Planet,1.9
49345,59662830,"Warhammer 40,000 Space Marine",114.0
49409,59662830,"Warhammer 40,000 Dawn of War  Dark Crusade",0.9
49410,59662830,D.I.P.R.I.P. Warm Up,0.8
49423,59662830,Frozen Synapse,0.2
49427,59662830,Alien Swarm,0.2
49480,30061970,Frozen Synapse,30.0
49491,30061970,Defiance,5.2
49497,30061970,Dungeons of Dredmor,2.9
49566,86738567,Alien Swarm,1.6
49676,31187179,Alien Swarm,0.3
49793,2753525,Alien Swarm,3.2
49842,61189155,Alien Swarm,23.0
49916,72627862,Alien Swarm,2.9
49981,255007865,Trove,6.6
50006,17414305,Alien Swarm,1.7
50031,150995572,"Pirates, Vikings, & Knights II",6.0
50093,61632730,Alien Swarm,0.4
50095,61632730,Trove,0.2
50114,27545486,Alien Swarm,4.2
50129,108758176,Alien Swarm,0.4
50209,40212239,"Warhammer 40,000 Space Marine",8.7
50239,40212239,Alien Swarm,3.8
50241,40212239,Betrayer,3.7
50560,112626210,The Stanley Parable,0.8
50575,285536388,Trove,0.3
50591,198914333,Fishing Planet,0.7
50666,209817175,Trove,2.7
50685,153956921,Trove,43.0
51021,177466116,Gunship!,0.5
51056,159484357,Trove,84.0
51100,182771524,Trove,30.0
51250,163162333,Trove,0.7
51267,106956838,America's Army Proving Grounds,0.3
51276,279965238,Trove,0.7
51359,13190476,"Warhammer 40,000 Space Marine",17.5
51429,13190476,The Stanley Parable,0.5
51497,217779981,Trove,1.4
51562,60611062,Alien Swarm,8.2
51584,60611062,Trove,2.8
51678,88937470,Dungeons of Dredmor,291.0
51750,41719717,DOOM 3,0.6
51764,196231194,Eldevin,4.8
51783,86182317,The Stanley Parable,5.5
51895,32847394,The Stanley Parable,2.5
51952,65533730,Alien Swarm,0.8
52067,116876958,The Cat Lady,3.8
52087,116876958,Race The Sun,3.4
52171,116876958,DOOM 3,0.5
52193,188509200,Trove,23.0
52195,188509200,Defiance,8.8
52214,188509200,America's Army Proving Grounds,0.2
52248,119428254,Trove,1.5
52256,188340440,"Warhammer 40,000 Dawn of War  Dark Crusade",39.0
52432,186040249,America's Army Proving Grounds,0.6
52444,19085114,"Warhammer 40,000 Dawn of War  Dark Crusade",127.0
52497,19085114,Alien Swarm,1.5
52575,8259307,Defiance,2.5
52580,8259307,Unepic,1.7
52619,8259307,Grand Theft Auto 2,0.1
52650,88410966,Trove,1.2
52813,242572214,Fishing Planet,19.6
52846,11970504,"Warhammer 40,000 Dawn of War  Dark Crusade",13.9
52882,207262142,Trove,0.5
52908,156379077,Unepic,7.2
52939,210727350,Assassins Creed Unity,0.3
52971,111551727,The Last Remnant,50.0
52979,111551727,Agarest Generations of War,16.3
53007,111551727,Grand Theft Auto 2,0.2
53043,120852852,Sigils of Elohim,0.3
53074,102295765,NEKOPARA Vol. 0,3.4
53166,33518079,DOOM 3,0.9
53171,33518079,Alien Swarm,0.4
53226,65145468,Tom Clancy's Splinter Cell Chaos Theory,1.1
53275,182499490,Eldevin,312.0
53300,308971716,Fishing Planet,1.3
53346,86481908,Alien Swarm,13.7
53515,129114153,Trove,0.5
53538,282290070,Trove,0.2
53684,132300630,The Stanley Parable,2.9
53785,285386664,Trove,9.0
53841,206857830,Kingdoms CCG,0.9
53896,165356998,Trove,25.0
53904,248216340,Trove,3.6
53922,94698408,Alien Swarm,2.2
53923,73946533,Alien Swarm,1.3
53958,65895047,Frontline Tactics,0.7
54083,100719181,Fishing Planet,3.4
54086,100719181,Trove,1.7
54204,10253354,Freedom Force,0.9
54304,30519870,Alien Swarm,9.7
54338,30519870,DOOM 3,1.0
54387,170201716,Defiance,3.2
54390,170201716,Black Fire,2.6
54420,190060278,Trove,60.0
54483,92595907,Trove,66.0
54524,39899978,Alien Swarm,0.3
54529,81439192,Dungeons of Dredmor,50.0
54561,81439192,The Stanley Parable,1.5
54678,172381385,Trove,100.0
54683,172381385,Alien Swarm,7.1
54771,101339059,Frontline Tactics,133.0
54862,11149819,The Stanley Parable,1.9
54874,11149819,Alien Swarm,1.4
54894,11149819,Betrayer,0.6
54895,11149819,Frozen Synapse,0.6
54909,11149819,The Void,0.2
55104,164318687,America's Army Proving Grounds,168.0
55135,186022495,America's Army Proving Grounds,0.4
55139,186022495,Trove,0.2
55143,184987886,Defiance,16.8
55196,32126281,Frozen Synapse,15.8
55246,27169419,Alien Swarm,6.8
55265,207718097,Trove,226.0
55321,48175931,Defiance,1.8
55325,48175931,Eldevin,0.5
55348,221961243,America's Army Proving Grounds,0.5
55395,134322141,The Stanley Parable,3.4
55479,110478743,Trove,0.2
55536,182229935,"Pirates, Vikings, & Knights II",1.6
55545,182229935,America's Army Proving Grounds,0.4
55673,254201131,Trove,80.0
55783,203838394,Trove,30.0
55787,203838394,Defiance,5.7
55816,126425648,"Pirates, Vikings, & Knights II",73.0
55863,44545959,Defiance,57.0
56074,258531019,Fishing Planet,0.2
56144,101878879,The Stanley Parable,1.5
56173,11952990,Alien Swarm,16.0
56197,11952990,The Stanley Parable,0.7
56220,108878910,Cogs,1.0
56257,5387470,Cogs,0.2
56264,81865111,Alien Swarm,1.1
56353,136493411,Trove,1.2
56364,34384042,Alien Swarm,9.8
56394,16154372,The Cat Lady,2.9
56461,158277459,Sigils of Elohim,0.2
56508,67349307,Tom Clancy's Splinter Cell Chaos Theory,2.3
56667,133268317,Alien Swarm,5.5
56818,64514291,Defiance,0.4
56946,39361297,Trove,7.3
57142,57500988,The Last Remnant,108.0
57212,63098418,Fishing Planet,0.7
57219,187262547,Trove,3.9
57244,83975567,The Stanley Parable,1.2
57305,14465359,Alien Swarm,12.6
57310,14465359,Frozen Synapse,9.6
57321,14465359,War of the Roses Balance Beta,5.1
57326,14465359,The Swapper,3.4
57353,14465359,The Stanley Parable,0.8
57395,63441290,The Last Remnant,40.0
57408,63441290,Defiance,18.6
57433,63441290,Agarest Zero,7.0
57474,245621941,Trove,80.0
57628,67579257,Defiance,7.3
57630,67579257,Alien Swarm,6.0
57768,237159970,Trove,18.3
57837,59825286,The Stanley Parable,1.9
57914,252083412,Fishing Planet,4.7
57960,165216496,Alien Swarm,0.5
58028,56436989,The Last Remnant,2.6
58050,181002117,Alien Swarm,7.3
58059,236042442,Trove,2.2
58156,78309377,RUSH,0.3
58269,73495968,The Stanley Parable,1.3
58316,61070572,Trove,7.5
58375,192503967,Assassins Creed Unity,0.3
58382,291070006,Trove,0.6
58396,123904490,Trove,2.0
58419,281864662,Trove,0.7
58517,81170946,Fishing Planet,0.5
58859,84585204,Alien Swarm,11.2
58922,153148942,Trove,0.1
59065,50818751,Alien Swarm,18.3
59099,50818751,RUSH,4.6
59128,50818751,Cogs,0.8
59156,50818751,Quake III Arena,0.2
59217,82156706,Defiance,0.6
59276,59925638,Assassins Creed Unity,12.9
59309,59925638,Alien Swarm,1.0
59311,59925638,Tom Clancy's Splinter Cell Chaos Theory,0.9
59336,68414134,Alien Swarm,0.3
59348,11807754,Alien Swarm,4.1
59369,239661767,Alien Swarm,5.6
59408,58905429,Alien Swarm,5.9
59558,51822361,Agarest Generations of War,7.1
59571,51822361,Alien Swarm,3.5
59596,51822361,Canyon Capers,0.4
59614,247065555,Defiance,1.7
59745,60608576,Alien Swarm,5.6
59873,26762388,The Swapper,24.0
59889,26762388,"Warhammer 40,000 Dawn of War  Dark Crusade",9.6
59944,26762388,Frozen Synapse,0.5
59954,26762388,Alien Swarm,0.4
59956,26762388,Cogs,0.3
59969,26762388,The Stanley Parable,0.1
60087,122094388,Trove,0.8
60152,222406897,Defiance,1.3
60266,276234796,America's Army Proving Grounds,3.2
60271,45970552,Alien Swarm,1.0
60347,81591317,Defiance,0.9
60351,81591317,Alien Swarm,0.4
60364,148362155,Trove,140.0
60450,148362155,Waves,0.2
60494,198081354,"Warhammer 40,000 Space Marine",2.2
60536,43160799,"Warhammer 40,000 Space Marine",7.8
60540,43160799,Alien Swarm,5.4
60566,25539892,Alien Swarm,0.4
60708,281535206,Trove,10.7
60734,207036748,The Last Remnant,0.5
60785,78053539,Alien Swarm,6.8
60800,68963476,Alien Swarm,0.2
60805,300669819,Trove,0.2
60842,103638409,Trove,0.9
60863,103638409,Alien Swarm,0.2
60934,273021336,Fishing Planet,2.5
60960,215253129,Defiance,0.4
61039,69954842,Alien Swarm,10.5
61092,69954842,"Warhammer 40,000 Space Marine",3.3
61116,69954842,The Stanley Parable,1.6
61117,69954842,Race The Sun,1.5
61393,302708380,The Stanley Parable,0.9
61414,138482130,Trove,4.6
61566,159800136,"Pirates, Vikings, & Knights II",1.0
61581,159800136,Dinosaur Hunt Africa Contract,0.5
61590,159800136,Canyon Capers,0.4
61636,275875486,NEKOPARA Vol. 0,0.2
61637,275875486,Defiance,0.2
61772,205058166,The Stanley Parable,3.1
61829,27944300,Alien Swarm,8.2
61845,100096071,DOOM 3,2.8
61916,64319625,Alien Swarm,0.2
61954,174226719,Alien Swarm,11.0
62028,69953893,Alien Swarm,9.9
62067,77980915,Trove,98.0
62127,77980915,The Stanley Parable,0.7
62143,115671217,Sacred Citadel,0.3
62197,200673341,Trove,5.9
62225,200673341,Fishing Planet,0.3
62226,200673341,Alien Swarm,0.3
62251,105503045,Monopoly,7.2
62271,105503045,The Stanley Parable,3.0
62363,50229934,Alien Swarm,7.5
62373,50229934,Frontline Tactics,0.4
62451,47887890,Alien Swarm,3.3
62485,70327507,America's Army Proving Grounds,5.4
62563,174633348,Trove,18.7
62629,77214425,Quake III Arena,15.1
62700,77214425,Alien Swarm,0.9
62701,77214425,The Swapper,0.9
62758,242473079,Trove,0.5
62786,44370809,Alien Swarm,0.5
62830,301477644,Trove,0.2
62890,217259714,America's Army Proving Grounds,5.0
62995,82263745,"Warhammer 40,000 Space Marine",28.0
63000,82263745,Dungeons of Dredmor,16.9
63073,245314153,Trove,124.0
63080,245314153,Defiance,7.5
63118,302472242,Trove,0.3
63169,169902951,The Gate,6.6
63243,57770056,"Warhammer 40,000 Space Marine",6.7
63287,24632218,Dungeons of Dredmor,36.0
63314,24632218,Chroma Squad,11.8
63335,24632218,Alien Swarm,5.5
63337,24632218,The Stanley Parable,5.5
63438,74772820,Alien Swarm,1.4
63448,64611580,Defiance,4.4
63530,161759944,Defiance,3.0
63592,133534893,Alien Swarm,0.1
63613,132196353,Trove,1.7
63623,132196353,Alien Swarm,0.1
63666,58345543,Defiance,45.0
63722,58345543,Dungeons of Dredmor,4.7
63803,58345543,Arcadia,0.6
63806,58345543,Alien Swarm,0.5
63811,58345543,Cogs,0.4
63937,166880158,The Stanley Parable,2.1
63973,142750305,Assassins Creed Unity,108.0
63999,102988032,"Warhammer 40,000 Space Marine",8.4
64042,155673786,Canyon Capers,1.2
64108,163432200,Trove,226.0
64265,92593907,Fishing Planet,0.2
64283,169929928,Race The Sun,3.1
64285,169929928,Defiance,1.8
64352,140408017,Fishing Planet,0.2
64575,75767676,Alien Swarm,7.0
64658,168324795,Fishing Planet,0.2
64726,31669242,The Stanley Parable,5.9
64771,31669242,Unepic,1.2
64781,31669242,"Warhammer 40,000 Space Marine",0.7
64807,80471276,Alien Swarm,0.9
64854,154296520,Trove,4.7
64939,35864169,DOOM 3,8.8
64966,35864169,Alien Swarm,0.3
64968,35864169,Grand Theft Auto 2,0.1
64988,253111169,Trove,0.4
65019,202140438,Trove,1.1
65183,152419713,Fishing Planet,0.1
65283,219551734,Trove,0.8
65327,49050405,The Stanley Parable,4.7
65364,160887309,Alien Swarm,0.1
65406,56789999,Indigo Prophecy,10.1
65411,56789999,Alien Swarm,2.3
65508,163712958,Defiance,3.5
65566,2110581,Alien Swarm,0.1
65650,29706117,Trove,4.4
65764,47457723,Defiance,25.0
65811,47457723,Star Wolves,8.3
65816,47457723,Alien Swarm,7.2
65960,47457723,DOOM 3,0.4
65972,47457723,The Void,0.3
66066,206088606,America's Army Proving Grounds,2.9
66082,75864605,Alien Swarm,2.2
66106,59332369,The Last Remnant,0.6
66119,15701750,Alien Swarm,0.2
66140,203117866,America's Army Proving Grounds,0.4
66179,168244631,Trove,0.6
66262,48525807,Dungeons of Dredmor,19.5
66264,48525807,"Pirates, Vikings, & Knights II",19.2
66275,48525807,Alien Swarm,13.7
66329,48525807,D.I.P.R.I.P. Warm Up,0.3
66340,158655503,Trove,2.5
66348,292070264,America's Army Proving Grounds,0.8
66373,80067793,Alien Swarm,1.7
66511,39941720,Defiance,2.3
66525,39941720,Tom Clancy's Splinter Cell Chaos Theory,0.3
66640,67708331,Alien Swarm,0.2
66677,129478138,"Warhammer 40,000 Dawn of War  Dark Crusade",22.0
66739,108264287,Trove,3.5
66748,108264287,America's Army Proving Grounds,1.1
66811,162288536,DOOM 3,1.4
66830,300271429,Fishing Planet,0.4
66835,180236782,Alien Swarm,1.8
66873,60549077,Cloudy with a Chance of Meatballs,4.9
66875,60549077,Dungeons of Dredmor,2.7
66886,60549077,Gumboy Crazy Adventures,0.3
66917,186069406,Trove,1.4
66972,182726567,Eldevin,0.5
66986,166669789,Trove,79.0
67015,166669789,Subnautica,2.0
67024,166669789,Alien Swarm,1.1
67064,10162301,Alien Swarm,11.5
67096,98561727,Defiance,0.3
67138,259614031,Fishing Planet,0.6
67197,10478285,Alien Swarm,0.5
67356,157235483,Trove,7.8
67477,123696203,Defiance,3.9
67480,123696203,Trove,2.4
67600,110824765,America's Army Proving Grounds,16.5
67605,110824765,Trove,1.7
67640,168163793,Trove,110.0
67676,53901705,D.I.P.R.I.P. Warm Up,15.1
67727,220434034,America's Army Proving Grounds,8.0
67976,14671378,Alien Swarm,0.1
68020,210109243,Alien Swarm,4.6
68067,178003047,Alien Swarm,0.4
68090,36404933,"Warhammer 40,000 Dawn of War  Dark Crusade",18.9
68205,36404933,The Swapper,0.1
68259,165073598,The Guild Gold Edition,6.3
68440,53097340,Alien Swarm,5.5
68495,20772968,Indigo Prophecy,8.6
68541,20772968,Frozen Synapse,1.5
68564,20772968,Alien Swarm,0.3
68708,177213985,Defiance,5.3
68736,276090576,Trove,1.4
68764,66755246,Alien Swarm,11.9
68818,80511960,Alien Swarm,64.0
68838,80511960,Defiance,2.9
68841,80511960,Eldevin,1.9
68847,80511960,"Pirates, Vikings, & Knights II",1.0
68849,80511960,Frontline Tactics,0.9
68857,80511960,America's Army Proving Grounds,0.4
68918,193103684,Trove,1.8
68977,48666962,The Last Remnant,32.0
68989,48666962,Alien Swarm,3.8
69109,112845094,Trove,4.7
69123,299510506,Trove,0.1
69125,137651115,Fishing Planet,22.0
69135,254550709,Trove,5.0
69172,101530848,America's Army Proving Grounds,10.8
69181,101530848,Defiance,1.6
69246,99133844,Trove,15.1
69375,53784377,Alien Swarm,2.3
69393,156407373,Fishing Planet,1.7
69397,156407373,The Stanley Parable,1.1
69432,281084246,Trove,0.4
69448,129364343,Trove,0.9
69489,222180483,Fishing Planet,0.3
69490,222180483,Trove,0.3
69511,174507916,Alien Swarm,1.3
69610,60859695,The Stanley Parable,3.6
69800,154230723,Alien Swarm,11.2
69845,154230723,Race The Sun,0.8
69894,87201181,"Warhammer 40,000 Dawn of War  Dark Crusade",33.0
69896,87201181,Alien Swarm,30.0
69917,23181958,The Stanley Parable,1.2
70105,34901647,The Swapper,3.8
70126,246925775,Trove,1.0
70170,154145611,Fishing Planet,0.2
70185,111362598,Trove,14.8
70201,34442062,Trove,1.1
70211,151600301,Trove,73.0
70225,151600301,"Pirates, Vikings, & Knights II",2.9
70367,135400225,The Stanley Parable,2.2
70405,135400225,Race The Sun,0.2
70416,88705345,Defiance,1.9
70450,99096740,Defiance,29.0
70488,128470551,RUSH,1.4
